...1,farmID,farm,lon,lat,zone,biomass,Dw.in,Ds.in,Dw.out,Ds.out,Dw.self,Ds.self,Dw.f.in,Ds.f.in,Dw.f.out,Ds.f.out,avtemp,all_x,all_y,all_xy,all_xz,all_yz,all_xyz,r10xz_r90yz,r25xz_r75yz,r50xz_r50yz,r75xz_r25yz,r90xz_r10yz,r10z_r90xyz,r25z_r75xyz,r50z_r50xyz,r75z_r25xyz,r90z_r10xyz,r50z_r50xz,r50xz_r50xyz,leastDwin10_z_mostDwin90_xyz,leastDwin25_z_mostDwin75_xyz,leastDwin50_z_mostDwin50_xyz,leastDwin75_z_mostDwin25_xyz,leastDwin90_z_mostDwin10_xyz,leastDwin95_z_mostDwin5_xyz,leastDwin95_xyz_mostDwin5_z,leastDwout10_xyz_mostDwout90_z,leastDwout25_xyz_mostDwout75_z,leastDwout50_xyz_mostDwout50_z,leastDwout75_xyz_mostDwout25_z,leastDwout90_xyz_mostDwout10_z,leastDwout95_xyz_mostDwout5_z,all_z
391,23375,23375,5.73,61.1,4,3120,0.028541667,0.013376528,0.040972222,0.016791827,0.006041667,0.009050546,20,17,30,24,10.17318577,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,xyz,z,z,z,xz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
392,23436,23436,4.938,61.206,4,4680,0.021805556,0.011099444,0.063611111,0.038023569,0.011041667,0.005464481,58,29,32,23,10.25380802,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,xz,xyz,xyz,xyz,xyz,z,z,xz,xyz,xyz,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
393,23695,23695,6.911,62.349,5,1170,0.040138889,0.02931462,0.018055556,0.00848122,0.007291667,0.017930328,9,6,14,13,10.10097689,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,z,xyz,xyz,xyz,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
394,23816,23816,12.893,66.256,8,4680,1.209027778,0.413535975,0,0.013661202,0.192986111,0.08424408,10,10,0,6,8.230932775,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z,xyz,xyz,xyz,xyz,xyz,xyz,z
395,24035,24035,5.696,60.17,3,2340,0.032986111,0.023508477,0.100277778,0.040926529,0.011666667,0.010018215,32,31,58,46,12.00771658,x,y,xy,xz,yz,xyz,xz,xz,xz,xz,xz,xyz,xyz,z,z,z,z,xz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
396,24115,24115,8.412,63.42,6,7020,0.018263889,0.01126986,0.045069444,0.02236978,0.003333333,0.000796903,70,56,68,56,9.354807843,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,yz,xyz,xyz,xyz,z,z,xz,xz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
397,24135,24135,5.9,59.776,3,3600,0.019305556,0.01997942,0.080694444,0.032103388,0.002708333,0.005862933,18,23,75,58,10.4411705,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,z,xyz,z,xyz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
398,24196,24196,8.28,63.483,6,325,0.138541667,0.028688086,0.002291667,0.005407363,0.165972222,0.047984973,93,73,19,24,9.116329181,x,y,xy,xz,yz,xyz,xz,yz,xz,yz,xz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
399,24315,24315,9.981,64.118,6,3120,0.045833333,0.016222107,0.020833333,0.012124207,0.000763889,0.000512295,87,74,27,29,8.873905428,x,y,xy,xz,yz,xyz,xz,yz,xz,xz,xz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
400,24455,24455,5.187,61.604,4,3900,0.071388889,0.028176229,0.043055556,0.019410227,0.068055556,0.035860656,20,10,16,14,9.847299576,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,z,z,xyz,z,z,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
401,24495,24495,5.793,60.052,3,210,0.457916667,0.119592356,0.118888889,0.048781721,0.066805556,0.02208561,73,56,69,51,10.51964867,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,z,xyz,z,z,z,xz,xyz,xyz,xyz,xyz,xyz,xyz,z,z,z,z,z,z,xyz,z
402,24575,24575,10.122,64.185,6,5460,0.041736111,0.021800585,0.016458333,0.012978053,0.000763889,0.00136612,79,65,31,25,8.797509649,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,z,xyz,z,z,z,xz,xyz,xyz,xyz,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
403,24695,24695,11.273,64.596,7,4680,0.067222222,0.040243603,0.113958333,0.04098354,0.018958333,0.011042805,29,5,21,16,8.764824913,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,z,z,xyz,z,z,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,z,xyz,xyz,z
404,24696,24696,8.449,63.759,6,3900,0.007986111,0.009790134,0.035347222,0.015311602,0.000625,0.000739982,48,40,50,39,9.143342261,x,y,xy,xz,yz,xyz,yz,xz,xz,xz,xz,xyz,xyz,z,z,z,z,xyz,xyz,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
405,24715,24715,5.836,59.097,2,2340,0.049722222,0.015824093,0.049861111,0.019922433,0.009583333,0.002333789,53,27,58,36,8.993616305,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,z,xz,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
406,24735,24735,5.4,60.128,3,3120,0.126527778,0.043089622,0.058680556,0.029826822,0.060347222,0.024817851,75,48,57,48,9.875276889,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,xz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,z,xyz,z,z,z,xyz,xyz,xyz,z
407,24937,24937,5.725,59.871,3,2340,0.076805556,0.024134658,0.108402778,0.035974389,0.007847222,0.005066029,69,49,85,57,9.972759807,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,z,xyz,xyz,z
408,24975,24975,5.351,60.069,3,3900,0.066111111,0.061247374,0.07375,0.038365053,0.010277778,0.014571949,90,62,72,52,10.31425761,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,z,xz,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
409,25055,25055,5.386,61.077,4,5460,0.033541667,0.016734972,0.057361111,0.022882337,0.002291667,0.003699909,27,23,32,28,10.11393628,x,y,xy,xz,yz,xyz,xz,yz,yz,xz,xz,xyz,z,xyz,xyz,z,z,xz,xyz,xyz,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
410,25235,25235,11.372,64.946,7,4680,0.010694444,0.020377937,0.047847222,0.026582355,0.004722222,0.011668944,12,10,17,16,8.479447635,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,z,xyz,z,xyz,z,xz,xyz,z,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
411,25815,25815,5.533,59.723,3,2340,0.072569444,0.029371277,0.084791667,0.039730933,0.02125,0.003756831,75,61,92,78,10.55255578,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,yz,xyz,xyz,xyz,z,z,xz,xz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,z,xyz,xyz,z
412,25835,25835,5.232,60.156,3,3120,0.064513889,0.030851374,0.066875,0.033754401,0.001111111,0.002106102,72,53,65,48,9.587562692,x,y,xy,xz,yz,xyz,xz,yz,yz,xz,xz,xyz,xyz,z,z,z,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
413,25895,25895,5.666,59.893,3,3880,0.290347222,0.08014563,0.084027778,0.033583588,0.034305556,0.010701275,86,62,82,58,10.31879239,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,z,xyz,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z,z,z,z,z,xyz,xyz,z
414,25896,25896,5.638,59.877,3,3880,0.168402778,0.039332723,0.114305556,0.042121604,0.013472222,0.003472222,81,59,91,70,10.17721646,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,xz,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z,z,z,z,z,xyz,xyz,z
415,26135,26135,9.076,63.458,6,7020,0.054444444,0.023906799,0.039375,0.027606553,0.005833333,0.002675319,26,34,45,43,9.38040465,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,xyz,xyz,xz,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
416,26155,26155,8.958,63.448,6,3120,0.003541667,0.009790332,0.045347222,0.026183579,0.000138889,0.004781421,25,25,43,42,9.191181683,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,z,xyz,z,xz,z,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
417,26235,26235,5.527,59.609,3,3120,0.040625,0.014344067,0.060416667,0.018954699,0.031736111,0.00916439,38,20,83,53,10.26790012,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
418,26295,26295,5.161,60.779,4,3120,0.063055556,0.023223975,0.052986111,0.024817698,0.003263889,0.00307377,44,34,44,28,10.48714349,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,yz,xyz,xyz,z,z,z,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
419,26335,26335,11.026,64.8,7,3120,0.012361111,0.011782457,0.032083333,0.017588624,0.001111111,0.001252277,49,42,20,20,8.340442857,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,xyz,xyz,xz,xyz,xyz,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
420,26435,26435,6.042,61.112,4,3120,0.018611111,0.006887498,0.028958333,0.007912047,0.02875,0.026923953,18,15,28,19,9.88744871,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,z,z,z,z,z,xz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
421,26575,26575,6.337,59.52,2,780,0.017847222,0.004439869,0.049097222,0.007228945,0.031875,0.027948543,6,2,35,20,9.556934176,x,y,xy,xz,yz,xyz,yz,xz,xz,xz,xz,xyz,z,xyz,z,z,xz,xz,xyz,xyz,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
422,26595,26595,5.342,60.036,3,5460,0.04625,0.033241692,0.079930556,0.043658642,0.004097222,0.005407559,81,66,67,54,10.32204054,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,z,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,z,xyz,xyz,z
423,26738,26738,5.921,59.168,2,325,0.051666667,0.026297788,0.052569444,0.030396063,0.003680556,0.005919854,48,34,63,36,10.36795967,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,z,z,z,z,z,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
424,26775,26775,8.636,63.819,6,3900,0.023819444,0.013603537,0.036458333,0.031420523,0.001527778,0.001593807,65,60,63,52,9.130409749,x,y,xy,xz,yz,xyz,xz,yz,xz,yz,xz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
425,26795,26795,10.696,64.419,7,5460,0.001736111,0.003586001,0.024652778,0.011611977,0.007222222,0.020434882,4,5,10,8,8.86371749,x,y,xy,xz,yz,xyz,yz,xz,xz,xz,xz,xyz,xyz,z,xyz,z,xz,xyz,z,z,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
426,27055,27055,4.969,61.542,4,2340,0.075069444,0.034437131,0.017291667,0.010473479,0.001388889,0.001593807,94,71,32,17,9.494940773,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,z,xyz,z,z,z,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
427,27095,27095,5.587,59.721,3,2340,0.025486111,0.015311711,0.091875,0.040357097,0.001041667,0.001423042,55,41,107,72,10.64809798,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,xz,xyz,xyz,xyz,z,z,xz,xz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
428,27315,27315,6.225,60.261,3,2145,0.042916667,0.042065095,0.113958333,0.056181651,0.002013889,0.001992259,37,33,52,33,10.22300171,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,yz,xyz,xyz,z,z,z,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,z,xyz,xyz,z
429,27436,27436,7.857,63.255,6,8580,0.060069444,0.020832871,0.032777778,0.013034495,0.003611111,0.002276867,108,71,74,60,9.446543438,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,yz,z,xyz,xyz,z,xyz,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
430,27536,27536,11.409,64.934,7,1560,0.033125,0.028688504,0.047916667,0.023508586,0.022291667,0.012864299,23,9,21,17,8.127279153,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
431,28096,28096,5.984,59.832,3,780,0.000486111,0,0.084236111,0.029485056,0.003541667,0.015710383,5,0,55,39,10.53167817,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,z,xz,z,z,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
432,28256,28256,5.533,59.899,3,325,0.319444444,0.090049957,0.077638889,0.027720422,0.050625,0.026411658,90,53,87,41,9.332661783,x,y,xy,xz,yz,xyz,xz,xz,yz,xz,xz,xyz,z,xyz,z,z,z,xz,xyz,xyz,xyz,xyz,xyz,xyz,z,z,z,z,z,xyz,xyz,z
433,28316,28316,9.871,63.995,6,1560,0.117916667,0.018840634,0.032083333,0.015482476,0.018194444,0.002903005,89,71,27,36,8.592263888,x,y,xy,xz,yz,xyz,xz,yz,xz,xz,xz,xyz,z,xyz,z,xyz,xz,xz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
434,28336,28336,12.681,66.161,8,3120,0.003402778,0.022882514,0.03,0.03568987,0.004791667,0.01901184,3,3,7,7,8.282622937,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,xyz,z,xyz,z,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
435,28416,28416,5.692,60.457,4,2340,0.010555556,0.003130692,0.110555556,0.042691212,0.02375,0.025500911,2,2,20,16,9.717860046,x,y,xy,xz,yz,xyz,yz,xz,xz,xz,xz,xyz,xyz,xyz,z,z,xz,xz,xyz,z,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
436,28636,28636,8.517,63.781,6,5460,0.036666667,0.030566349,0.034027778,0.020377763,0.003680556,0.002618397,66,61,58,39,9.167929981,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,yz,xyz,xyz,xyz,z,z,xz,xz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
437,28776,28776,7.581,62.929,6,325,0.028125,0.009505789,0.068333333,0.025899163,0.014791667,0.013718124,18,19,50,33,9.796231299,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,z,xyz,xz,xyz,xyz,xyz,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
438,28976,28976,5.064,60.403,3,3120,0.003888889,0.007058026,0.046666667,0.021402375,0.002083333,0.004155282,21,23,47,32,9.996584801,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
439,28996,28996,5.543,59.692,3,1350,0.036875,0.005691907,0.101111111,0.041894023,0.007638889,0.000569217,53,24,97,67,10.58733309,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
440,29016,29016,11.593,64.965,7,2340,0.024861111,0.033640646,0.022083333,0.022256374,0.001736111,0.00745674,31,11,15,16,8.402330776,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,yz,xyz,z,z,z,z,z,xz,xyz,xyz,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
441,29056,29056,8.495,63.608,6,3120,0.037847222,0.026866574,0.090486111,0.046106275,0.011805556,0.008424408,50,46,50,29,9.141990218,x,y,xy,xz,yz,xyz,xz,yz,xz,xz,xz,xyz,xyz,z,z,xyz,xz,xyz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
442,29116,29116,8.168,63.45,6,4160,0.004236111,0.009562537,0.035347222,0.017588319,0,0.000967668,34,32,71,58,9.475715608,x,y,xy,xz,yz,xyz,xz,yz,yz,xz,xz,xyz,z,z,z,z,xz,xz,z,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
443,29276,29276,4.932,60.509,4,4680,0.050347222,0.028403173,0.037222222,0.018043867,0.001041667,0.001479964,118,97,56,41,9.979126591,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,z,xyz,z,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
444,29336,29336,5.27,60.118,3,3120,0.063055556,0.024532803,0.075555556,0.039674251,0.000833333,0.000910747,77,61,62,57,9.836665709,x,y,xy,xz,yz,xyz,xz,yz,yz,xz,xz,xyz,xyz,z,z,z,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
445,29376,29376,12.771,66.171,8,3120,0.007916667,0.023736337,0.193819444,0.107240416,0.001527778,0.005236794,7,7,6,7,8.325281746,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,z,xyz,z,xyz,z,xyz,xyz,z,z,z,z,z,xyz,z,z,z,z,z,z,z
446,29436,29436,12.814,66.118,8,3120,0.009513889,0.062272314,0.194097222,0.103483606,0.000763889,0.009733607,7,7,6,7,8.174978822,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,z,z,xyz,xyz,z,z,z,z,z,xyz,z,z,z,z,z,z,z
447,29537,29537,10.631,64.455,7,6740,0.026111111,0.014287144,0.020416667,0.007855148,0.014652778,0.006602914,61,24,23,9,8.851326589,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,z,z,z,z,xz,xz,xyz,xyz,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
448,29656,29656,5.018,61.105,4,2340,0.074375,0.013148731,0.050208333,0.019694638,0.009791667,0.000967668,66,32,43,33,10.00241927,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,xz,xz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,xyz,xyz,xyz,z
449,29697,29697,9.245,63.367,6,2840,0.032569444,0.043317374,0.035625,0.034380562,0.006597222,0.009790528,15,5,19,22,9.744755295,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,yz,xyz,xyz,z,xyz,z,xz,xyz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
450,29816,29816,6.12,60.146,3,2925,0.130277778,0.057775299,0.115555556,0.051570842,0.007083333,0.004212204,56,51,60,45,10.26378452,x,y,xy,xz,yz,xyz,yz,xz,xz,xz,yz,xyz,z,xyz,z,z,xz,xz,xyz,xyz,xyz,xyz,xyz,z,xyz,z,z,z,z,xyz,xyz,z
451,29876,29876,10.762,64.524,7,5460,0.050625,0.017303928,0.058680556,0.01787334,0.028819444,0.012295082,76,24,21,14,8.504585672,x,y,xy,xz,yz,xyz,yz,xz,xz,yz,xz,xyz,z,z,z,z,xz,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
452,29896,29896,8.617,63.176,6,3120,0.088402778,0.03181915,0.025277778,0.01138427,0.054444444,0.027208561,16,12,6,8,9.719811827,x,y,xy,xz,yz,xyz,xz,yz,yz,xz,xz,xyz,z,xyz,xyz,z,z,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
453,29936,29936,5.775,59.978,3,3900,0.587847222,0.152606896,0.111805556,0.044569474,0.07,0.025785519,79,59,62,48,10.22941229,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,xyz,z,z,xz,xz,xyz,xyz,xyz,xyz,xyz,xyz,z,z,z,z,z,xyz,xyz,z
454,29957,29957,7.069,58.056,1,1560,0.030902778,0.015027301,0.006875,0.004268973,0.055069444,0.031136157,5,4,19,12,9.555746769,x,y,xy,xz,yz,xyz,xz,yz,yz,xz,xz,xyz,xyz,z,xyz,z,z,xyz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
455,30036,30036,5.937,59.293,2,3120,0.041180556,0.030851458,0.066319444,0.02811913,0.000902778,0.001593807,49,46,69,45,8.142951394,x,y,xy,xz,yz,xyz,yz,xz,xz,xz,xz,xyz,z,z,z,z,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
456,30076,30076,10.807,64.763,7,7020,0.042986111,0.022711393,0.016319444,0.005748959,0.034444444,0.019239526,102,65,22,15,8.587309084,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,z,xyz,xyz,z,z,xz,xyz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
457,30137,30137,8.684,63.658,6,3120,0.014930556,0.056124114,0.050625,0.038251061,0.000694444,0.009107468,57,80,53,36,9.038656915,x,y,xy,xz,yz,xyz,xz,yz,yz,yz,xz,xyz,z,xyz,z,z,xz,xz,xyz,z,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
458,30177,30177,11.763,64.893,7,2340,0.068958333,0.026411637,0.059166667,0.022142488,0.052013889,0.023508652,6,6,8,5,7.732866666,x,y,xy,xz,yz,xyz,yz,xz,yz,yz,yz,xyz,xyz,z,xyz,z,z,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
459,30196,30196,5.356,60.833,4,780,0.117013889,0.070810521,0.058333333,0.023280876,0.027361111,0.039105191,12,13,32,22,9.704418399,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,yz,xyz,xyz,z,z,z,xz,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,xyz,xyz,xyz,z
460,30257,30257,8.956,63.458,6,6240,0.011041667,0.017986921,0.045069444,0.023052886,0.000416667,0.004155282,54,37,46,45,9.174550716,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,xz,xyz,xyz,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
461,30297,30297,9.881,63.944,6,3120,0.019444444,0.007456192,0.041875,0.016507026,0,0.001138434,59,48,29,35,8.455186701,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,xz,xyz,xyz,z,z,xyz,z,xz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
462,30377,30377,7.67,63.1,6,2340,0.04625,0.028403742,0.033402778,0.030908165,0.010347222,0.008993625,30,24,72,44,9.487514859,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,yz,xyz,xyz,xyz,z,z,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
463,30437,30437,8.676,63.866,6,3120,0.001944444,0.00312991,0.026458333,0.027606835,0,5.69E-05,21,44,74,51,9.143875489,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,yz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
464,30537,30537,11.516,65.135,7,3120,0.005625,0.005748937,0.006805556,0.004212159,0,0.000455373,36,19,10,11,8.73531398,x,y,xy,xz,yz,xyz,xz,xz,yz,xz,yz,xyz,xyz,xyz,z,z,xz,xyz,xyz,z,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
465,30559,30559,4.862,60.813,4,5460,0.027222222,0.00369969,0.013263889,0.005805857,0.047569444,0.021857923,71,27,27,20,9.836189701,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,xyz,xyz,z,z,xz,xz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
466,30560,30560,9.62,63.869,6,6240,0.011180556,0.012351454,0.032916667,0.013831552,6.94E-05,0.000170765,66,70,38,52,8.960883771,x,y,xy,xz,yz,xyz,xz,yz,yz,xz,xz,xyz,xyz,z,z,z,z,xyz,xyz,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
467,30657,30657,7.027,58.024,1,780,0.005277778,0.003244492,0.034027778,0.016677769,0.003055556,0.001650729,4,3,37,20,9.697719566,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,xz,xyz,xyz,z,z,z,xz,xyz,z,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
468,30717,30717,6.402,60.414,3,2340,0.085763889,0.043544908,0.089236111,0.03620212,0.005902778,0.003699909,45,37,44,31,9.821011652,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,xyz,z,xyz,z,z,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,z,xyz,xyz,z
469,30817,30817,10.439,64.365,6,3120,0.063263889,0.021060585,0.005347222,0.004553625,0.008055556,0.003642987,77,44,21,17,8.52475716,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,xyz,z,xz,xyz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
470,30837,30837,5.176,60.13,3,2340,0.094930556,0.04439884,0.071041667,0.031818995,0.024305556,0.015141166,66,49,42,47,10.07942467,x,y,xy,xz,yz,xyz,yz,xz,yz,yz,yz,xyz,z,z,z,z,z,xz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,xyz,xyz,xyz,z
471,30897,30897,9.441,63.8,6,1560,0.036111111,0.023679109,0.016111111,0.008481111,0.023472222,0.013888889,71,71,28,39,9.080084283,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,xyz,z,xz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
