"","s1","s2","s3","s4","s5","sp","w1","w2","w3","w4"
"11677",143.561854250771,157.194634453032,168.271875045716,164.906514356328,153.514878995977,106.104665365185,60.6516804427114,58.956871017453,58.00459559434,136.116286362368
"11684",157.015153401764,165.757022375679,168.326233061267,166.852308396064,162.801984115131,146.843681105024,154.807525517661,149.11266780631,139.098909275006,160.810194438832
"11687",153.393507878084,164.136868278257,168.889680630253,163.021003560211,136.690291467426,113.734480892956,82.6082191892029,64.963554557699,56.3190076858635,109.672883946069
"11688",146.576064463432,164.799155163499,170.036644315218,165.409087170472,144.379168916575,104.445382531142,80.8694782395293,53.7900046533139,63.0589344156837,106.722470527465
"11689",154.960956988352,167.745268515727,170.641423345014,168.112604448712,161.954883720523,117.233850138453,126.291108748459,103.243513562976,100.859986427552,147.832034601876
"11690",133.125012058703,158.157442118946,169.444245052643,163.645753108532,141.762761567284,106.925208509498,94.4143597443181,69.2301736100872,73.6138996038024,119.440418649721
"11700",151.497353607095,169.551852475001,170.619681578328,164.500981821162,143.886895434276,103.065470877636,85.3107498308254,66.8090000809366,63.1008271416403,117.596409091259
"11714",147.685309300762,164.512635625974,170.454426695003,165.400431351986,148.104482680263,98.6100514994605,89.6487920679761,65.6602230864317,64.2357516007396,119.931103467984
"11719",148.091551460153,164.37592178162,170.384883060655,164.671872481741,143.058433850328,108.828845499368,90.4683203405284,71.3899944725544,66.5434192149172,118.71354293113
"11728",160.089908878588,164.580651104536,167.747960398925,170.096931540084,166.391035891233,142.147207864269,160.658250723023,150.854797001388,133.723389809173,165.855010431969
"11736",150.654200055434,167.001867086748,170.612166743323,164.942827990079,144.975160478501,98.8112310855007,87.9412033127769,61.5768003141559,60.5360444247164,116.675014101642
"11737",136.988802678358,151.579268254186,159.421637488334,158.805983699331,135.967810715267,105.145793776749,96.3996530780402,79.9061328668426,82.3158827164109,115.695850639092
"11738",141.482715449155,160.810194438832,169.889723049264,166.455220501828,147.047796287585,93.1799530222602,94.0403744592755,65.1117698712129,65.4346310126039,123.689278341899
"11740",144.664019345053,166.137489128151,170.55504996936,166.858303779638,150.501909605652,102.92656739189,88.8588116531841,60.6444531403787,67.5278375248897,120.750897942394
"11749",150.02790288658,164.260071700599,169.395312034163,167.482003252945,154.75000122226,127.309792950273,95.2824353377572,92.9523374752075,89.1283922908641,131.06314115048
"11754",145.073500758191,161.884807839066,168.439320601084,164.705290361328,141.304558185333,99.0571985409265,84.157673674748,61.8080785275973,60.1039496470509,114.673937240902
"11756",136.444951555697,158.659609470136,170.236629281284,162.75924376434,144.389569626486,96.7029984667927,79.1275923935898,60.4882822562432,63.4267519809856,119.287501787429
"11758",148.633502459433,164.419066561151,169.552314171374,164.740897375358,148.026831492017,109.151405521351,97.3618110878082,73.4918363718778,71.8911824239955,122.109021400891
"11763",148.639114191521,165.699719896703,170.314931077807,166.850508807776,151.25408247493,100.726981334829,98.2743153173209,71.2576074518624,67.5914372808327,129.952225524269
"11770",142.461022847244,161.817987993665,169.342072780537,165.335266180758,150.500466349877,95.7936051808285,102.915575634914,66.8621080696873,57.7444384587488,131.527662758986
"11772",137.734248503613,159.511931260562,170.1496806366,168.260904549052,150.740411947035,91.9846024850548,91.3056225265736,67.0794129970582,56.7462667405962,127.609362647304
"11775",139.781725202599,166.774154829541,170.437235557673,165.436864252492,147.015884620555,95.0320412181945,90.6702610050508,73.2520593335549,62.3199296373264,119.755404999276
"11776",133.825953467832,166.124037214681,170.584185158616,165.537071515283,144.857589804916,90.2082364332677,92.0679762671124,68.6094266966687,57.8159186354526,118.626499163663
"11783",142.047443990842,165.629034714357,170.253320378006,166.157408225709,148.007394813326,99.8364041660989,91.4625469543762,74.5394398120644,60.6505240714989,118.510557217945
"11791",141.589823389461,162.860542038158,169.518763017871,164.929883389374,147.347443840483,97.3122902308132,85.6295289394488,64.5438548686447,60.8733202415947,117.172232961868
"11793",146.843681105024,166.508541232256,170.481274841653,165.823606171467,149.775829769875,103.90437969074,96.5758330186435,71.4735565480194,63.9090771240745,118.998809569287
"11800",145.880580096838,168.422301629128,170.23604888495,164.463608405621,145.591582165904,105.706851640003,84.9596304950778,62.1228649785605,59.2434007063754,114.867730296896
"11803",152.772435463477,167.992599292662,170.271195985036,166.190978875841,149.988098972855,105.131797879773,94.1000362223193,69.463928027181,62.936318316687,127.182983771039
"11807",143.532229039564,166.187655880414,170.251749276151,165.597664864373,148.051807483313,91.3112073286571,88.1030587747083,61.8620427774517,49.0355614521426,119.645734632205
"11809",129.60019697482,162.505539776779,169.302100642887,163.508517569064,143.912354213339,97.8733927430742,90.5157185841828,71.3411372052041,64.5006971017085,116.023795342002
"11813",147.587193302311,166.571088719912,169.74329147043,166.616260064974,151.547786407454,95.5254491553888,89.8027002470478,67.2224088209323,62.2296642711387,122.688390628236
"11814",151.449652816205,166.292081600181,170.574758563532,165.940052825141,148.959418785022,106.598925904467,91.20239058814,65.787449007765,69.4816783850079,123.200447009073
"11833",138.737405719631,159.876651716096,168.532062912103,163.684422337785,143.467282843135,91.9881148384414,79.2250271267503,56.6536277022502,56.4781158928935,113.207598103485
"11854",155.766017699162,168.943855198128,170.82199153303,167.89177888162,149.169302161411,105.113874289621,77.0582851548525,45.5050486260649,53.1236745473982,114.449120095376
"11856",157.573013586004,169.943509389025,170.814467388307,167.607916625701,149.714436824092,104.880612536711,75.6840113030206,41.5580974033643,50.9356863439881,114.521432469943
"11857",156.102003433272,169.529586175612,170.808671755257,168.140867644773,152.933571059469,106.017862700323,80.6624881938484,45.4015875775379,58.2703212445347,125.695728364739
"11858",157.263949056979,169.929846047922,170.816851005367,168.637224855937,149.667419558165,89.7056040279325,64.6704501346234,38.5403507831403,43.5266890342486,110.740844077924
"11861",155.080867845923,169.990868206403,170.812547097556,167.693864658857,146.801784692163,105.806207232502,67.4444177915274,38.2249167230031,46.9809897366742,108.601418040778
"11864",160.35819572432,168.870197409429,170.786642047253,164.830278439,148.127213577031,106.476828092464,78.7860065397547,42.2744439760275,49.2486314823709,111.699537101675
"11879",149.656291050054,169.051621006534,169.221533690253,156.966600601678,135.619976111892,109.586081628654,74.6667628616287,76.8749947994313,93.2544249990882,111.386322265551
"11888",151.767535477368,166.598725189442,170.685431956659,169.24219298224,152.167797883265,120.331034090515,87.8453151349914,55.4621391382566,63.8312897382635,121.967840141041
"11893",154.88203694476,169.661617914234,170.802197742561,167.896110952228,149.65550127368,108.778908433892,77.405288591149,63.4672088377952,63.4024775582234,119.759341035377
"11907",135.486360729317,160.700926649711,166.356356970405,161.96778649191,139.277169793552,74.7774489549334,84.0192689415827,54.7574946342895,47.3400798275896,118.459844147463
"11908",149.93364341986,161.005771578267,168.040181066051,157.804434203394,151.640489736274,113.273362635002,106.77634862933,86.0978228143626,91.6450516987268,138.853697806032
"11913",154.054049326367,167.881128993906,170.695075386042,168.722705667341,151.833801115961,117.556199147606,85.1711684486255,53.7271135384995,60.9152678892477,132.297000300259
"11920",157.363379531979,169.202463174882,170.762909390368,168.009140609278,150.06795508549,113.091555713623,84.4688254733139,50.3053210662341,60.9188751843334,122.109021400891
"11925",148.878034953535,163.828974775959,170.592928606512,167.211745393989,153.050197545416,103.74166504385,82.4783281105105,56.549768925957,63.9868616196648,120.607184133408
"11930",163.510818904075,169.830893565038,170.816052291832,167.30991219769,147.131669556999,111.477990385434,70.2412245528945,45.2917266467312,59.2138470242707,115.397815842701
"11939",161.637068390864,170.787567638816,170.554981369513,168.74603060951,149.426223413839,123.403220698782,81.050421008429,59.1455986928428,69.9897054913437,118.888803661834
"11964",150.102964111321,166.040510635478,170.811729818643,168.538095849972,148.919050092577,103.378357859033,80.3858317193921,52.5342306721916,55.9508594497972,121.456650433737
"11966",157.099884934333,170.601232347713,170.663331763441,162.409021745395,147.146525653252,115.076544327408,80.0230838582707,60.2180558024905,75.8827525781245,115.061320927495
"11971",160.293161000434,169.470153454096,170.741797640298,164.934840794531,150.509879224889,116.023795342002,93.5405924919544,63.6672964328661,73.6810503681749,124.00189745562
"11972",159.088873210713,167.781403831871,170.03914738563,165.565155735283,157.414082987299,95.5739745788298,117.968832763038,71.8045224294318,46.79050662536,138.768945287443
"12003",161.57934993165,169.081558373284,170.711468961869,168.07347262447,148.477644191358,110.040022561469,83.4996274499008,59.2520668973529,65.1580840907892,120.41775546157
"12007",162.757460140378,170.259343748015,169.42196747611,158.777873413998,139.299975303279,115.611550264158,81.9456717262972,52.9661171467462,66.5257114459408,118.783684241589
"12011",159.081402118232,169.889723049264,170.821042230364,167.911036164165,146.910318014557,104.007565379862,46.1414335898914,26.7260921618506,51.7180901788708,110.890105854686
"12018",166.733564779152,170.672250161227,169.423790721553,163.358504432377,128.16169991525,124.242754611205,85.583659042087,40.2845386970241,56.2080830395902,90.0994404414503
"12019",157.203573095022,168.162583253188,170.729295138824,165.005927040865,145.978554417273,111.414349005219,63.2244583106804,58.7091295357731,61.0756902799194,112.352156736006
"12022",167.492524580034,170.818209820171,170.811288024355,163.325419490001,136.717490145833,123.786971403007,63.2019803126618,44.2944172174352,54.5219539833046,102.367410516444
"12033",131.428287920911,160.577280696827,170.571775817948,156.138053296102,142.196568044906,59.8778526274516,62.6790765965987,52.7673785699031,46.2566927584702,97.6206902396187
"12035",161.917434587962,170.699556377035,170.752752980926,165.822347716294,144.442581651392,117.714844793517,78.3585519873639,52.2926636312475,64.3312371909257,106.443660910696
"12036",166.974634829589,170.767704804109,170.81539796273,164.786705459701,139.482365150391,128.62248436725,73.26502325932,49.6863613555334,72.6521114123516,108.612631760104
"12040",167.463433875807,170.817747858324,170.822191120746,168.140867644773,148.855963454783,116.681920420672,80.4087234916677,62.1824479757932,62.8198287780326,108.113375109797
"12047",164.857901085671,170.557296547475,170.817246520726,168.720064434359,155.190262093156,122.638194198284,96.5190725484354,69.4977716542383,88.5059432624777,129.140934237231
"12048",153.3570009916,169.212830785956,169.412972888587,168.430351175571,156.60425759875,126.426763458958,111.036819757411,92.5194340959355,83.8690735452836,137.135370253357
"12067",135.252966056461,155.175162483993,163.410234022125,148.515837319917,113.956461420574,83.647382199108,54.0290451044736,41.9867661695447,71.4275989048311,87.8113591272389
"12071",135.453655804158,157.340323497775,164.087591216846,161.298362101948,141.730055054651,94.3080627586019,83.5805248376833,66.5652931263576,58.5945477191355,114.119101786816
"12074",162.388605573457,170.424496697357,170.822236844803,164.689925498906,140.335066688727,115.118304980309,66.0265309252121,50.2344144790709,59.3011620369296,107.05397232767
"12078",168.979407053265,170.8148797828,170.691920011786,165.277811785448,142.099312302648,118.925991718571,88.7817085573767,66.7258805479223,63.6706728935813,109.800407389142
"12081",166.246403429095,170.819732053337,170.725974875529,166.945520086112,141.672104078961,116.227309960037,75.9631682072063,50.1254293036685,59.7153810486363,110.299365574834
"12085",165.881096436521,170.386963929181,170.592928606512,166.115252620344,126.484432431378,122.198636799157,73.8113542774751,49.6372260980651,74.140631219981,92.4550524430362
"12086",161.188794648373,169.8425623961,170.801567480183,168.2514968363,154.142769978414,113.298156762357,81.3980192607725,53.3694496778419,63.2750331509941,122.697361334758
"12095",159.096076020911,165.723430899531,169.563343625212,164.220740047668,133.8003274746,118.050628077158,69.2373606891041,40.0535660180129,65.5062938743708,99.1172685727596
"12108",159.000626388295,169.679095252258,170.797584040001,165.914741204453,140.358628644515,119.10007950973,63.1233059233445,49.417726934737,63.4267519809856,105.660919481775
"12109",168.318500187286,170.797808739999,170.813641278521,166.919962864673,151.103916355738,122.665959921898,93.0474889097347,69.3207255339004,65.7718102171468,111.801112671999
"12114",163.663318081408,170.767306268335,170.205863994186,160.918785985979,128.143211365314,116.489968386946,43.4800539123723,32.0935602955838,68.7340962523714,84.0192689415827
"12115",163.663318081408,170.767306268335,168.403690732786,163.828974775959,86.6365632251553,116.489968386946,41.8314265540084,34.0290039756405,56.3190076858635,51.0501040181467
"12126",161.894259413558,168.328261751826,170.679926746209,168.918707755464,152.674636197852,107.165291614826,95.2298065913595,65.987260323976,67.7362003970216,110.225323001185
"12127",164.55415773758,169.39520956014,170.720674581774,168.020055138181,147.35497214923,116.813054366134,81.2927561618234,63.6918019343693,68.2262690705078,112.024245168089
"12128",163.709235085832,170.468189202905,170.626370607355,167.536291508501,152.418070092567,110.783126719708,84.2591256030695,67.3328741329012,71.6553847055635,111.221143239847
"12134",162.599021994035,170.336251118909,170.761553879538,168.25878186982,150.106795179979,112.599061140159,90.9329025644857,67.8706020206024,73.4213259268463,117.648422103552
"12154",157.096863950859,168.936729384524,170.37742788073,167.678852228029,147.223024942362,96.0306588607054,104.979907015927,84.8123094070947,69.6946474377549,128.440642388238
"12156",137.41531449807,154.803498267864,161.110171811109,157.999533967164,152.072742294042,112.121093151479,100.579154563073,94.0638018312402,83.4799461415201,123.696417873331
"12178",154.152555098607,169.803058466857,170.535529635891,165.395395349513,147.587193302311,108.774958498649,90.4186258117822,64.6401259134105,65.7116778901461,121.590293439512
"12179",149.146389030802,165.619489706595,169.378932875784,164.98578459667,151.224972593702,108.524401728523,100.211830629316,25.3646572249332,99.2073327816199,130.594259942145
"12192",147.541979539199,168.07646013153,170.601293267308,165.966145827799,150.035214994199,98.8768579413139,96.0353405981092,65.7987435450232,58.1326392270835,123.162606072894
"12209",141.744139572791,163.710953742867,169.379063709361,164.971708914771,156.29794705579,103.529030863264,100.021666736122,83.7283904448553,81.2691046173658,128.325383515975
"12212",137.862105952875,166.521091241259,170.236629281284,166.44548679366,145.419561286676,114.427685171336,104.779695410659,63.0221500815673,86.4446246562523,129.354017540597
"12213",155.531497627901,168.207550003856,170.127245652707,165.586164076987,148.742375568302,109.780137105119,94.4914399312982,75.5400358363767,67.6620389774612,121.897126528788
"12215",145.419561286676,164.720341330038,168.438565512785,163.917269433244,153.842646001102,114.936507542209,115.637154510885,101.07676873424,83.7422487959379,132.220251748771
"12224",145.563207632235,164.512282646627,169.684246496788,164.856647053426,149.081167409091,105.892616844054,97.7215382184578,80.0261013779601,66.6427312558273,121.582726733673
"12236",131.148576462849,155.220659430643,164.900093060772,165.161423584118,143.898098974228,97.9808751041243,94.2068338377179,75.8922140498992,81.0749575060733,113.79930285729
"12237",151.528182729581,167.341537268518,170.420567459607,164.377350657682,145.099038141537,103.778796551948,77.460525244825,56.9032166644014,72.0277919851918,113.096099157052
"12239",137.835731199293,163.334401960673,169.586860781816,161.743473826379,142.7895007236,98.3547789624257,70.7298767597764,52.9829574928987,60.3336860302288,102.087222136216
"12244",141.876942194999,164.541568343746,169.912204010343,162.243868108352,133.979500528058,101.424688958597,68.1124719943495,58.201499764251,60.6983083148536,103.05701684861
