"","s1","s2","s3","s4","s5","sp","w1","w2","w3","w4"
"10880",0.650537375985264,0.700824428953036,0.83507923044068,0.769233614819791,0.658668223891647,0.476089471014199,0.417360659005108,0.397440104101243,0.371227786139918,0.51714806083783
"10898",0.675777891639687,0.792632186557634,0.852808695354799,0.788394514280827,0.641501628476002,0.498338949568488,0.396353578478378,0.348679117421535,0.328411640144742,0.485203021162011
"11435",0.70627616090327,0.643848149849975,0.914404387950892,0.877626172770761,0.780647039409561,0.552663996447815,0.513190117230798,0.409628410971941,0.412080183200418,0.646502011697563
"11438",0.801164386556674,0.89281141772848,0.925447239304222,0.863315208241415,0.729813547192214,0.612929843240123,0.41382996053529,0.31833858499724,0.374944926263556,0.584740285393856
"11486",0.667752860375428,0.714329205774306,0.721177241312856,0.769600131921617,0.669295790109849,0.464878116079706,0.390108087516712,0.314545066946281,0.344917555974208,0.569441127457506
"11488",0.805850775715826,0.896768673389852,0.922082769204437,0.868838376008357,0.770018604429623,0.584548416060746,0.519836124982195,0.434327295090423,0.431447928742723,0.650037332940462
"11492",0.80590777664209,0.901399871067825,0.901531814981979,0.833336652969993,0.747094739997528,0.615386464128196,0.460144419577398,0.385759293114662,0.443198983037215,0.606398560857787
"11511",0.772795053629434,0.845943579722621,0.919664236539633,0.876817549499332,0.767852397553683,0.569231410589739,0.508427818739162,0.443861567471399,0.424085750527235,0.651753675858801
"11513",0.79235977879961,0.882110149240017,0.920090820741439,0.861729911095616,0.751555885777955,0.611293694085654,0.493002433812807,0.446557606084286,0.439329503937628,0.640093914551937
"11530",0.753054307070523,0.820156464641536,0.875878221853476,0.868788428633993,0.806231742836228,0.577600653689125,0.546759008669397,0.424812019397652,0.428977884459401,0.707264638000158
"11533",0.77709724887876,0.881252023948992,0.931010101621448,0.850152324184079,0.727455237278785,0.608370544111765,0.481076411340325,0.37689381670074,0.385558701687655,0.63918855271
"11534",0.748862487486671,0.84441538508384,0.919740457597001,0.878149800764013,0.774550184084783,0.57486533884669,0.502979195321694,0.436283999335099,0.420990735829003,0.646586099293735
"11543",0.775936735651203,0.860195310764633,0.909988483937801,0.875477775851526,0.767117235850361,0.562261587585181,0.5166210267368,0.449115146909841,0.442711646736424,0.649422376188713
"11552",0.764772790966487,0.86626634662069,0.91947733310424,0.871093412324538,0.748482457118675,0.614850100477966,0.538281037106572,0.457412505331253,0.493560895596423,0.636743440426083
"11559",0.752123789009613,0.828079936581028,0.87971476388624,0.841254859463097,0.750702607657562,0.587880444345321,0.507085008840991,0.397266783671654,0.451962721279569,0.636957461924966
"11571",0.692235924200586,0.775768711412053,0.906355965087136,0.852124696818277,0.759917232548378,0.581451560654538,0.501955513274482,0.426019648644249,0.4296793760173,0.647019426705044
"11575",0.768648786687801,0.869278049515386,0.871555794403424,0.837701299118188,0.75820941905434,0.595695234355501,0.531143839441058,0.44880859441108,0.458136864580776,0.660297463422194
"11605",0.759051099474113,0.882156859373049,0.921704545129296,0.872702501371549,0.768907529971413,0.559537681857895,0.494266017414849,0.416801687612876,0.41449866154054,0.647456209342359
"11611",0.764416353409144,0.872474698104923,0.911263053580472,0.87658489127105,0.766188177067334,0.50338072563958,0.518686983423345,0.436820192929768,0.405361326484321,0.63661121978941
"11633",0.642502719294875,0.795162680523825,0.863264109553179,0.855262830835303,0.726305109721327,0.530579212968908,0.520176608325784,0.460036917183,0.454145998757,0.62866478362588
"11640",0.732555709966901,0.844006190218798,0.910725089837336,0.870056695950373,0.759194191742574,0.552314851741001,0.503287118291201,0.419539382518472,0.398260403567344,0.642998697093302
"11643",0.687781955465821,0.749435354130737,0.850389126976798,0.847664133061592,0.764634853215036,0.561471620144973,0.527369610725789,0.444506501122049,0.441817885943371,0.643683538540534
"11644",0.593555814773066,0.687518053610678,0.878987135374047,0.822639738683808,0.729370063640817,0.529818723846685,0.619340952577622,0.51317690414765,0.475314677178877,0.718299208173408
"11649",0.716763110059377,0.863564711801359,0.884027114722216,0.823807501406876,0.705025649125938,0.570070015954573,0.4899191228109,0.417400580521476,0.437621141900294,0.600652691666019
"11651",0.779839955130348,0.84936780859136,0.879435946601685,0.830045268621034,0.739899142256731,0.61072631591576,0.519670456597598,0.483071789313719,0.468159130343097,0.642625135152868
"11652",0.728229534442755,0.818929964735941,0.88292576067974,0.843085365327229,0.739649676783246,0.588859586808987,0.548364514939265,0.468907987867987,0.455335166016913,0.664655862666181
"11657",0.686155795255325,0.787686320317102,0.884778857699057,0.870089274172176,0.780035776563052,0.557183269347009,0.516975543425425,0.462234530469744,0.473520167112958,0.629237620951782
"11665",0.736230738986774,0.83110460336343,0.882214168241608,0.837602013602912,0.74148417791765,0.580130130906101,0.510099698291786,0.452527016393482,0.447771467844428,0.62439151141479
"11667",0.743311206839179,0.84157260035465,0.900389500791323,0.848673355855401,0.75776101246534,0.584497406184752,0.568876405868638,0.484690215623431,0.470353701821266,0.645229391682911
"11677",0.729017670948706,0.798634560920369,0.879054438090142,0.849202652822515,0.778220403059181,0.578832840897682,0.421190026408473,0.415340120325722,0.412045174929832,0.695893259488408
"11684",0.797599637322772,0.855953610384922,0.879633524609334,0.865302740653526,0.833850402057954,0.744489415325968,0.785211994478523,0.755577798647231,0.70887348432133,0.820591515081308
"11687",0.777572847519202,0.843391848494226,0.885964461344934,0.835374962861576,0.698364311163384,0.606880141617076,0.49635000932846,0.436006911477149,0.406196931014307,0.591844352457663
"11688",0.743203941203113,0.848376418571669,0.901967038227379,0.8531453660881,0.732813687374206,0.572838872146068,0.49038602389428,0.397378495330027,0.429472177929581,0.581073455711197
"11689",0.786053910603368,0.873674146574699,0.915554134643996,0.877384964869022,0.828085932183986,0.620052457389446,0.655276407122964,0.568518047253204,0.559997522901367,0.74927668432498
"11690",0.683207301529107,0.804266202357375,0.892979774095683,0.839809168950039,0.72078360284746,0.581809811577199,0.537240042973206,0.450605670413186,0.465577203291907,0.62847393434287
"11700",0.767637847366072,0.89446798153253,0.914848498364653,0.846109094488798,0.730523028727795,0.567879399522416,0.505642859978978,0.442326822943128,0.429616067596436,0.621429781831
"11714",0.748561945761813,0.846196976963141,0.910336067702768,0.853076360536364,0.750607693583188,0.552009488395288,0.520634238595373,0.438393922346081,0.433511461023197,0.630359661673646
"11719",0.75054440598384,0.845169639159299,0.908725426194068,0.8474037161554,0.726697126968012,0.5887507820226,0.523478694975996,0.457983356251297,0.441417915680495,0.625689353017917
"11728",0.816026915548794,0.846711058483011,0.873700693569059,0.903024739813558,0.861261330695701,0.722529590325051,0.819619500375578,0.764343493541884,0.685720367222741,0.856757150976145
"11736",0.763322050312325,0.866650495673728,0.914612822306881,0.849483347354746,0.735604827790825,0.552721695525244,0.514720738694702,0.424376313717918,0.420791428017005,0.6179342749154
"11737",0.699654309974102,0.768060333248818,0.811884589297993,0.808140740153502,0.695256082937374,0.575364874054148,0.544209272052692,0.487085827639323,0.495346543818113,0.614236589516388
"11738",0.719516229625611,0.820591515081308,0.899526560890653,0.861813903673187,0.745472904003195,0.53292285696821,0.535930818411074,0.436514877521064,0.437621141900294,0.644971313678506
"11740",0.73414522072071,0.859107017463605,0.912934769087886,0.865356395677955,0.76254875880934,0.567381397750457,0.517896320877727,0.421165116020488,0.444786051760497,0.633521153974952
"11749",0.760153656607065,0.844305189837121,0.892319038324187,0.871119463380152,0.784897027184832,0.659357057288027,0.540283301026625,0.532128076979129,0.518830206610163,0.674636098099482
"11754",0.736067294692254,0.827617872213069,0.880854441434953,0.847658388588463,0.718711898960624,0.553592992299895,0.501674142800722,0.425172184623718,0.419301321046079,0.610395524876003
"11756",0.697306625946755,0.807260240285382,0.905634190071807,0.833554607428064,0.732862226635082,0.545277111871086,0.484420595513747,0.420626769490795,0.43073527234674,0.627887256236312
"11758",0.753206695766512,0.845492998286313,0.894474477292254,0.847930297122607,0.750227826555856,0.589931833928665,0.54759909975744,0.465160398517951,0.45969482095868,0.638789838319427
"11763",0.753234370129828,0.855486357675149,0.907217081880682,0.865286641395447,0.766386526965758,0.559523874024288,0.550821795226938,0.45753125718842,0.445003576480883,0.670072015660262
"11770",0.723960155990572,0.827172745869604,0.891610695303015,0.852558138347258,0.762541439231905,0.542078259514543,0.567341999091843,0.44250855460435,0.411143921863128,0.676555518190715
"11772",0.702890785822675,0.812439363994649,0.90398187000188,0.878938158002928,0.763760641607047,0.528753241097507,0.52638939263479,0.443252082955906,0.407681380923943,0.660562226869502
"11775",0.711896223455268,0.864606081513003,0.909926049335649,0.853367082148147,0.745318969012784,0.539404847289336,0.524180268625995,0.464341652312064,0.426932625251439,0.629683884028291
"11776",0.686152313113485,0.85899394645367,0.913767642349091,0.85417043449389,0.735052646108943,0.522575516178574,0.529043728153065,0.448484188442883,0.411391596163404,0.625356595236559
"11783",0.722075817047194,0.854912616792296,0.905963385209997,0.85927467014568,0.750132807122913,0.556357132354035,0.52693543501941,0.468737822131284,0.421186040756142,0.624913592475133
"11791",0.720000514718852,0.834256566031711,0.894004963815829,0.849383217281704,0.746921533662705,0.547424426892928,0.506741128390788,0.434568099759124,0.421953813552534,0.619818623928291
"11793",0.744489415325968,0.862275256976799,0.910994082274769,0.856498993423375,0.758887077843408,0.570891814778205,0.544829363803079,0.458268713899538,0.432390743956184,0.626780933090889
"11800",0.739883900633064,0.880669261781405,0.905622817660255,0.845827650060765,0.738512874359398,0.577392660295214,0.504433723683994,0.426254998092211,0.41633035962436,0.611122545519184
"11803",0.774281843314484,0.876152310162004,0.906320685881566,0.859557825624304,0.759953331185905,0.575314339753057,0.536139604299326,0.451404403103545,0.429050982593132,0.658847616592042
"11807",0.728880746061091,0.859529763562901,0.905932219421335,0.854658911394999,0.750349963507094,0.526408822893,0.515280521433929,0.42535784716838,0.380622655389599,0.629262382996059
"11809",0.668633283874895,0.831809962922215,0.891085745339144,0.838823789485665,0.730641173103198,0.549404899716875,0.523643339802572,0.457816510858446,0.434420111273407,0.615473116140076
"11813",0.748084795649334,0.862819169543281,0.897252746420137,0.863213843256156,0.767897892967505,0.54113636241376,0.521168103448139,0.443741293402787,0.426622261332423,0.64104963416299
"11814",0.767392089774817,0.860415228626333,0.913493308637598,0.857459277954417,0.754817667818214,0.580624997640546,0.526030273679732,0.438829673867662,0.451465052469665,0.643053125667837
"11833",0.707281175765869,0.814695738010852,0.881872900862914,0.840088026119098,0.72858073219577,0.52876547767688,0.484754066082624,0.407359642396302,0.406749898796066,0.604915004499897
"11854",0.790516241899925,0.886609898751135,0.92758917932999,0.875132371734435,0.755859142541365,0.575249627447261,0.477343308568219,0.367989882475345,0.395045165773856,0.609552919750459
"11856",0.800831384012937,0.900399448431273,0.929460449310075,0.872331252271825,0.758579335009339,0.574407806386821,0.47264726472381,0.353619989997002,0.387350474569449,0.609823849688081
"11857",0.792401708890284,0.894155867135394,0.924070854202482,0.877678355037097,0.775132105630472,0.578518423319924,0.489676694191041,0.3676167778791,0.412965226827382,0.652903682707661
"11858",0.799035456021535,0.900175596150837,0.929079651347083,0.883047770389439,0.758343845904934,0.520831286213604,0.435002157911542,0.342416210742016,0.36082346168569,0.595773417255717
"11861",0.786713752966579,0.90118713994392,0.929725494898629,0.873168915856957,0.744287872442366,0.577752163644411,0.444500724866141,0.341232612864993,0.373293716385194,0.587918935601568
"11864",0.817714481811754,0.885734125214005,0.922121946978798,0.848615390475866,0.750718970137608,0.580181986060388,0.483251697975564,0.356250156626546,0.38137936428965,0.599315008499503
"11879",0.758288132483652,0.887916632646381,0.89004459185001,0.79732044309211,0.693766537735589,0.591525735104869,0.469172655990103,0.476716825345051,0.533182980353438,0.598156393685631
"11888",0.769033550038602,0.863060448937486,0.91711562756884,0.89030948018261,0.771113015851966,0.631900238794245,0.514389175935299,0.403215383297754,0.432123819230906,0.638240289952477
"11893",0.78562052487108,0.896041248614477,0.930830702614254,0.875175913587408,0.758284178926691,0.5885680685544,0.478529515244428,0.430874167550042,0.430651930915937,0.629699016092579
"11907",0.693195522888562,0.819892000494113,0.860964017782978,0.828172253942579,0.70966069402142,0.469550681065308,0.501198167589987,0.400758800282005,0.374579019860678,0.624719904920596
"11908",0.759679464886914,0.821850152019095,0.876638568049958,0.802185306745201,0.768376469679831,0.60516004105611,0.581269091598239,0.508355399849573,0.527570702472495,0.707792808185669
"11913",0.781115153241058,0.875025435206134,0.936205055066318,0.88401945534516,0.769376836107636,0.621276906886945,0.505162120436698,0.397158452870964,0.422098337970922,0.679749125590621
"11920",0.799611727265407,0.889801313276184,0.933409080322451,0.876320988968375,0.760355355351815,0.604482805685726,0.50274449757577,0.385123502240485,0.422110765926715,0.638789838319427
"11925",0.75441468481036,0.841135235255612,0.91402658272078,0.868576008989849,0.775749057749593,0.570306886401319,0.495904110377323,0.406998857212829,0.43265763515565,0.632965923481465
"11930",0.838840259211546,0.898596045592317,0.929215327936729,0.869491189295654,0.745877801452833,0.59849532771205,0.454059894581739,0.367220398778218,0.416228247129338,0.613114488097335
"11939",0.825973244587993,0.92218903690346,0.940061626868076,0.884287326444642,0.757138412424147,0.643848149849975,0.491006200855901,0.415992417479799,0.45320070444835,0.626359803285775
"11964",0.760531759138339,0.858294522059115,0.929830107201027,0.881939713182813,0.754617717295521,0.569001982884684,0.488728826746681,0.392977318374097,0.404916675321185,0.636254106137595
"11966",0.798087654678843,0.914276732210705,0.916306220464024,0.831151144999276,0.745949566204076,0.611906640476173,0.487486332787524,0.41969492805313,0.473326228831516,0.611849451292911
"11971",0.81730405983308,0.893333541852308,0.919518896748036,0.849421554760886,0.762589180316992,0.615473116140076,0.534182928140102,0.431561003488624,0.465806502555281,0.646200934616458
"11972",0.809852761412427,0.874031260712785,0.902010240154403,0.8543965805667,0.799906136648439,0.541306762658286,0.622847158477752,0.459398900972761,0.372611125174383,0.707419879840116
"12003",0.825592296572865,0.888285319033102,0.918152534164531,0.876980717714998,0.752438962847891,0.593193181418613,0.499411830715975,0.416360301590967,0.436673591349081,0.632234733142452
"12007",0.833542275415717,0.906083222288216,0.892677780134326,0.807971366262802,0.709761502101488,0.613919039972042,0.494076210326264,0.394492785260141,0.441357307141554,0.625957602480402
"12011",0.809807369074121,0.899526560890653,0.928074747765341,0.875326119554158,0.744810201100082,0.571262909425298,0.370280982708148,0.295865429400598,0.390108087516712,0.596323902597258
"12018",0.864246260327901,0.916626101101178,0.892702420936084,0.837754128552294,0.662790559219205,0.647149853957063,0.506583066057524,0.348917092168889,0.40581130081841,0.522197836515015
"12019",0.798686221155199,0.877904599552376,0.918930345640217,0.849972584700799,0.740349826041275,0.598260006189421,0.430040661845305,0.414483502700625,0.422650961917062,0.601734008589187
"12022",0.871220041520026,0.925484229158035,0.924387700473392,0.837519245462232,0.698481707812797,0.645355324371732,0.429963469097938,0.363612681386052,0.399936650180513,0.565378896445897
"12033",0.676144342990501,0.8191035549082,0.913407505089003,0.792604851855278,0.722754283702173,0.418521177574737,0.428167123146579,0.393795663552658,0.370695239820661,0.548512599065071
"12035",0.827835637849717,0.917665342761446,0.933909146081534,0.856488660808354,0.73310972190892,0.621880241799464,0.481789338567614,0.392128815266822,0.433838965756718,0.580061677780167
"12036",0.86640362736958,0.920897865281822,0.929319989197861,0.848280951813757,0.710568527585146,0.664655862666181,0.464385918801484,0.382932082397778,0.462293095985538,0.587959934367604
"12040",0.870942245936688,0.925390336897485,0.927373561414901,0.877678355037097,0.754305476758307,0.617960417244338,0.488807248917132,0.426459899828207,0.428650771434138,0.58613627545829
"12047",0.848827859885525,0.912997463713508,0.929008691891916,0.883989197785118,0.787317166347882,0.640853550988873,0.544629556982407,0.451520039528115,0.516674563388154,0.666761614638457
"12048",0.777378358334729,0.889933424529474,0.892556413685422,0.880756782189439,0.795247013254029,0.655818272752123,0.596865317861856,0.53061754433317,0.500681735804051,0.700288945914056
"12067",0.692199638326413,0.787233795279904,0.838122116679834,0.752626938458072,0.607709442829348,0.499919644116158,0.398214497700282,0.355195170059604,0.458111772786566,0.514271775013797
"12071",0.693055854396757,0.799477974887488,0.843028232479937,0.823749359229634,0.720635393500974,0.536867811917983,0.49968985326349,0.441492782560187,0.414087175050589,0.608317575202028
"12074",0.831012126341414,0.909627498961891,0.927051297540793,0.847541233211655,0.714360692891452,0.612063541777278,0.439648403552869,0.384872700150898,0.41652991790274,0.582277769074691
"12078",0.88703755297677,0.929399319146683,0.917364664266262,0.85210309536997,0.722311678031274,0.626502141694575,0.517629299214852,0.442042379551769,0.431572592393319,0.592312638493294
"12081",0.860026983231127,0.925839004213711,0.93506657942632,0.866140423066772,0.720372914873091,0.616241439701026,0.47360096795159,0.384487090264282,0.417960384003098,0.594147166552797
"12085",0.856972047565009,0.908771878708176,0.91402658272078,0.858920171670902,0.656048770421313,0.639138893077195,0.466251455128465,0.382757912620978,0.467375879585656,0.530393014730998
"12086",0.823035833100159,0.898778706992134,0.923337058940595,0.878838598142283,0.781594375457405,0.605252441475877,0.492197876658989,0.395906326122392,0.43021433545597,0.641084682520554
"12095",0.809896532989718,0.855679466423097,0.894629948094902,0.844012951526304,0.686044356294986,0.623158809538398,0.450630229646463,0.348060327171054,0.437866644984422,0.55380586970534
"12108",0.809317218972182,0.896297403154015,0.922979691577914,0.857249831964219,0.714465934913873,0.627168830546427,0.42969327274172,0.381979474977945,0.43073527234674,0.577226503649431
"12109",0.879550844240827,0.9229990670519,0.929578138602719,0.865909994317328,0.765616611172823,0.640962005751334,0.532460276103806,0.450915093220883,0.438776113318185,0.599691072190623
"12114",0.839935769727872,0.933178683115365,0.905038010293673,0.821289302006178,0.662715836556819,0.617234149275705,0.360653683748989,0.317655190864277,0.44891031318687,0.501198167589987
"12115",0.839935769727872,0.933178683115365,0.880467353717603,0.841135235255612,0.510213862832943,0.617234149275705,0.354624799943012,0.325226186447724,0.406196931014307,0.387754185288777
"12126",0.827680927837116,0.879655232186988,0.916908617035766,0.886309370687217,0.77376698719399,0.582682505327241,0.540098621231491,0.439513933962752,0.445498664329225,0.593874702492915
"12127",0.846510575077205,0.892317664547584,0.91854616231364,0.876432500596539,0.746958003724027,0.618456961030923,0.491836960657395,0.431645111800682,0.447174369467662,0.600517739375213
"12128",0.840267242056521,0.910670561793988,0.938288655485647,0.87163974401596,0.772420567291717,0.595929323953105,0.50202308897019,0.44411917897851,0.458889629610855,0.597545984419766
