farmID,s1,s2,s3,s4,s5,sp,w1,w2,w3,w4
32297,10.92111111,12.8837931,14.24710526,12.78285714,9.917142857,8.0468,6.353793103,5.672,6.153636364,7.819354839
32317,11.088,14.36,15.57333333,13.54615385,11.12857143,8.010344828,7.343243243,6.264864865,6.137037037,8.947058824
32337,10.44941176,13.79766667,15.63969697,13.29545455,10.79090909,7.272195122,6.989285714,5.689333333,5.66,8.55862069
32437,9.717241379,10.11875,12.48333333,12.96,9.976666667,7.459615385,6.634285714,5.5875,5.764444444,7.867647059
32457,10.74571429,12.78965517,15.28666667,13.83095238,11.25333333,7.771428571,7.105714286,5.608823529,5.845454545,8.738636364
32577,12.62,14.4875,16.30384615,14.27241379,11.67333333,7.75625,7.239285714,6.009615385,5.517391304,8.935714286
32597,10.40857143,13.14,14.62631579,13.25172414,10.485,7.454761905,6.922222222,6.104347826,5.982352941,8.522222222
32677,8.859259259,11.132,13.30444444,12.2,10.03902439,6.626315789,6.771794872,6.113513514,5.760606061,8.084615385
32717,10.59627907,12.31111111,13.71047619,12.01314286,9.368666667,7.053333333,5.624074074,4.951666667,5.27,6.956785714
32757,11.0735,13.57333333,15.33173913,14.03484848,11.35,7.770344828,6.977,5.210333333,5.112413793,9.0628125
32857,5.775333333,8.942666667,8.933333333,10.42136364,9.992692308,6.4784375,7.49862069,6.357,6.285333333,8.401333333
32877,11.85454545,14.53809524,16.03461538,13.90769231,11.16,8.3,6.534210526,5.617647059,5.848571429,8.589189189
32897,8.986071429,11.15136364,12.49625,11.3236,8.778518519,6.363030303,5.470333333,4.957,5.206,6.948
32977,11.1575,14.393,15.30828571,13.61485714,10.99914286,8.05,6.634615385,5.708,5.975862069,8.782424242
33017,10.596,12.41304348,14.805,13.19285714,10.24,7.344827586,5.87826087,5.475,5.545,7.895238095
33077,10.63888889,12.88333333,15.26111111,12.64482759,9.525925926,8.071052632,6.224,4.86,4.725,7.788888889
33157,9.751851852,12.1375,12.66944444,11.13939394,8.52,6.72,4.736,4.52,4.780769231,6.57
33177,10.12142857,12.52,13.41276596,11.85897436,9.102941176,6.906666667,5.66,5.028571429,5.536842105,6.953333333
33218,10.125,13.71304348,14.03947368,12.23243243,9.375,7.131034483,5.967741935,5.423333333,5.646428571,7.4425
33337,12.9068,15.13083333,15.18121212,14.65866667,12.16666667,8.838,8.21,8.030625,7.16173913,9.614827586
33357,10.5,13.10454545,14.72142857,12.075,9.293333333,7.213333333,5.152631579,4.494736842,4.866666667,7.305882353
33417,9.899714286,12.31257143,13.55,11.3804,9.151904762,7.123243243,5.785333333,5.068666667,5.7085,7.232
33537,9.74,13.16551724,14.03409091,12.255,9.515,7.116,5.788571429,5.220588235,5.588461538,7.425
33557,9.438235294,11.404,13.12666667,12.70526316,10.58333333,7.09047619,6.705263158,6.0375,5.993333333,8.273333333
33577,12.94210526,15.6037037,16.57179487,13.75142857,10.57878788,9.229166667,5.586206897,3.98,4.9,7.915151515
33617,9.663333333,12.62333333,14.30833333,12.97666667,10.332,7.332258065,6.530434783,5.91,6.17,8.479166667
33697,10.46857143,13.58285714,14.80952381,13.15428571,10.43714286,7.54375,6.848,6.065,5.78,8.313333333
33797,11.99034483,15.44727273,16.78583333,14.66310345,11.64607143,7.452121212,7.635833333,6.1584,5.619259259,9.529375
33837,9.861111111,12.57333333,14.04444444,12.14,9.75,6.4,7.56,6.986666667,6.8,9.44
33957,9.717647059,11.74,13.16944444,12.47916667,9.84,7.344444444,7.22,6.313333333,6.172,8.47
34017,9.79,11.76333333,13.35862069,12.5175,10.368,7.176470588,6.956,6.245833333,6.06,8.352
34117,11.07285714,12.72111111,16.18275862,14.24736842,11.395,7.4771875,6.493333333,5.792666667,6.964545455,8.8305
34257,9.861111111,12.57333333,14.04444444,12.14,9.44,6.933333333,5.893333333,5.553333333,5.426666667,7.463157895
34397,10.26,12.435,14.11666667,12.646875,10.64,7.842857143,6.893333333,5.866666667,5.811538462,8.797142857
34597,8.56,10.42,12.9,12.26,11.28,7.225,7.2,6.325925926,5.958974359,8.75
34857,9.555555556,11.91052632,13.43888889,12.74166667,10.24,7.2,7.044444444,6.5,6.32,8.52
34897,10.20434783,13.23666667,14.42222222,11.30964286,9.508333333,6.827272727,5.785,5.29,5.373333333,7.263157895
34917,9.13,11.41538462,13.62222222,12.68,10.51333333,8.166666667,7.35,5.276744186,6,8.154545455
35197,10.44444444,12.16,13.7125,11.96,9.293333333,7.55,5.7,4.7,4.583333333,7.461538462
